id_code,experiment,plate,well,sirna,well_type,img_path_root,cell_type
HEPG2-01_1_F11,HEPG2-01,1,F11,29,positive_control,train/HEPG2-01/Plate1/F11_s2,HEPG2
HEPG2-01_1_F15,HEPG2-01,1,F15,12,positive_control,train/HEPG2-01/Plate1/F15_s1,HEPG2
HEPG2-01_1_F15,HEPG2-01,1,F15,12,positive_control,train/HEPG2-01/Plate1/F15_s2,HEPG2
HEPG2-01_1_F19,HEPG2-01,1,F19,9,positive_control,train/HEPG2-01/Plate1/F19_s1,HEPG2
HEPG2-01_1_F19,HEPG2-01,1,F19,9,positive_control,train/HEPG2-01/Plate1/F19_s2,HEPG2
HEPG2-01_1_F22,HEPG2-01,1,F22,27,positive_control,train/HEPG2-01/Plate1/F22_s1,HEPG2
HEPG2-01_1_F22,HEPG2-01,1,F22,27,positive_control,train/HEPG2-01/Plate1/F22_s2,HEPG2
HEPG2-01_1_H03,HEPG2-01,1,H03,7,positive_control,train/HEPG2-01/Plate1/H03_s1,HEPG2
HEPG2-01_1_H03,HEPG2-01,1,H03,7,positive_control,train/HEPG2-01/Plate1/H03_s2,HEPG2
HEPG2-01_1_H07,HEPG2-01,1,H07,23,positive_control,train/HEPG2-01/Plate1/H07_s1,HEPG2
HEPG2-01_1_H07,HEPG2-01,1,H07,23,positive_control,train/HEPG2-01/Plate1/H07_s2,HEPG2
HEPG2-01_1_H11,HEPG2-01,1,H11,17,positive_control,train/HEPG2-01/Plate1/H11_s1,HEPG2
HEPG2-01_1_H11,HEPG2-01,1,H11,17,positive_control,train/HEPG2-01/Plate1/H11_s2,HEPG2
HEPG2-01_1_H15,HEPG2-01,1,H15,19,positive_control,train/HEPG2-01/Plate1/H15_s1,HEPG2
HEPG2-01_1_H15,HEPG2-01,1,H15,19,positive_control,train/HEPG2-01/Plate1/H15_s2,HEPG2
HEPG2-01_1_H19,HEPG2-01,1,H19,15,positive_control,train/HEPG2-01/Plate1/H19_s1,HEPG2
HEPG2-01_1_H19,HEPG2-01,1,H19,15,positive_control,train/HEPG2-01/Plate1/H19_s2,HEPG2
HEPG2-01_1_H22,HEPG2-01,1,H22,0,positive_control,train/HEPG2-01/Plate1/H22_s1,HEPG2
HEPG2-01_1_H22,HEPG2-01,1,H22,0,positive_control,train/HEPG2-01/Plate1/H22_s2,HEPG2
HEPG2-01_1_J03,HEPG2-01,1,J03,14,positive_control,train/HEPG2-01/Plate1/J03_s1,HEPG2
HEPG2-01_1_J03,HEPG2-01,1,J03,14,positive_control,train/HEPG2-01/Plate1/J03_s2,HEPG2
HEPG2-01_1_J07,HEPG2-01,1,J07,24,positive_control,train/HEPG2-01/Plate1/J07_s1,HEPG2
HEPG2-01_1_J07,HEPG2-01,1,J07,24,positive_control,train/HEPG2-01/Plate1/J07_s2,HEPG2
HEPG2-01_1_J11,HEPG2-01,1,J11,16,positive_control,train/HEPG2-01/Plate1/J11_s1,HEPG2
HEPG2-01_1_J11,HEPG2-01,1,J11,16,positive_control,train/HEPG2-01/Plate1/J11_s2,HEPG2
HEPG2-01_1_J15,HEPG2-01,1,J15,26,positive_control,train/HEPG2-01/Plate1/J15_s1,HEPG2
HEPG2-01_1_J15,HEPG2-01,1,J15,26,positive_control,train/HEPG2-01/Plate1/J15_s2,HEPG2
HEPG2-01_1_J19,HEPG2-01,1,J19,20,positive_control,train/HEPG2-01/Plate1/J19_s1,HEPG2
HEPG2-01_1_J19,HEPG2-01,1,J19,20,positive_control,train/HEPG2-01/Plate1/J19_s2,HEPG2
HEPG2-01_1_J22,HEPG2-01,1,J22,22,positive_control,train/HEPG2-01/Plate1/J22_s1,HEPG2
HEPG2-01_1_J22,HEPG2-01,1,J22,22,positive_control,train/HEPG2-01/Plate1/J22_s2,HEPG2
HEPG2-01_1_M03,HEPG2-01,1,M03,28,positive_control,train/HEPG2-01/Plate1/M03_s1,HEPG2
HEPG2-01_1_M03,HEPG2-01,1,M03,28,positive_control,train/HEPG2-01/Plate1/M03_s2,HEPG2
HEPG2-01_1_M07,HEPG2-01,1,M07,25,positive_control,train/HEPG2-01/Plate1/M07_s1,HEPG2
HEPG2-01_1_M07,HEPG2-01,1,M07,25,positive_control,train/HEPG2-01/Plate1/M07_s2,HEPG2
HEPG2-01_1_M11,HEPG2-01,1,M11,4,positive_control,train/HEPG2-01/Plate1/M11_s1,HEPG2
HEPG2-01_1_M11,HEPG2-01,1,M11,4,positive_control,train/HEPG2-01/Plate1/M11_s2,HEPG2
HEPG2-01_1_M15,HEPG2-01,1,M15,21,positive_control,train/HEPG2-01/Plate1/M15_s1,HEPG2
HEPG2-01_1_M15,HEPG2-01,1,M15,21,positive_control,train/HEPG2-01/Plate1/M15_s2,HEPG2
HEPG2-01_1_M19,HEPG2-01,1,M19,11,positive_control,train/HEPG2-01/Plate1/M19_s1,HEPG2
HEPG2-01_1_M19,HEPG2-01,1,M19,11,positive_control,train/HEPG2-01/Plate1/M19_s2,HEPG2
HEPG2-01_1_M22,HEPG2-01,1,M22,3,positive_control,train/HEPG2-01/Plate1/M22_s1,HEPG2
HEPG2-01_1_M22,HEPG2-01,1,M22,3,positive_control,train/HEPG2-01/Plate1/M22_s2,HEPG2
HEPG2-01_1_O18,HEPG2-01,1,O18,30,negative_control,train/HEPG2-01/Plate1/O18_s1,HEPG2
HEPG2-01_1_O18,HEPG2-01,1,O18,30,negative_control,train/HEPG2-01/Plate1/O18_s2,HEPG2
HEPG2-01_2_B02,HEPG2-01,2,B02,30,negative_control,train/HEPG2-01/Plate2/B02_s1,HEPG2
HEPG2-01_2_B02,HEPG2-01,2,B02,30,negative_control,train/HEPG2-01/Plate2/B02_s2,HEPG2
HEPG2-01_2_C03,HEPG2-01,2,C03,26,positive_control,train/HEPG2-01/Plate2/C03_s1,HEPG2
HEPG2-01_2_C03,HEPG2-01,2,C03,26,positive_control,train/HEPG2-01/Plate2/C03_s2,HEPG2
HEPG2-01_2_C07,HEPG2-01,2,C07,10,positive_control,train/HEPG2-01/Plate2/C07_s1,HEPG2
HEPG2-01_2_C07,HEPG2-01,2,C07,10,positive_control,train/HEPG2-01/Plate2/C07_s2,HEPG2
HEPG2-01_2_C11,HEPG2-01,2,C11,18,positive_control,train/HEPG2-01/Plate2/C11_s1,HEPG2
HEPG2-01_2_C11,HEPG2-01,2,C11,18,positive_control,train/HEPG2-01/Plate2/C11_s2,HEPG2
HEPG2-01_2_C15,HEPG2-01,2,C15,24,positive_control,train/HEPG2-01/Plate2/C15_s1,HEPG2
HEPG2-01_2_C15,HEPG2-01,2,C15,24,positive_control,train/HEPG2-01/Plate2/C15_s2,HEPG2
HEPG2-01_2_C19,HEPG2-01,2,C19,7,positive_control,train/HEPG2-01/Plate2/C19_s1,HEPG2
HEPG2-01_2_C19,HEPG2-01,2,C19,7,positive_control,train/HEPG2-01/Plate2/C19_s2,HEPG2
HEPG2-01_2_C22,HEPG2-01,2,C22,3,positive_control,train/HEPG2-01/Plate2/C22_s1,HEPG2
HEPG2-01_2_C22,HEPG2-01,2,C22,3,positive_control,train/HEPG2-01/Plate2/C22_s2,HEPG2
HEPG2-01_2_F03,HEPG2-01,2,F03,19,positive_control,train/HEPG2-01/Plate2/F03_s1,HEPG2
HEPG2-01_2_F03,HEPG2-01,2,F03,19,positive_control,train/HEPG2-01/Plate2/F03_s2,HEPG2
HEPG2-01_2_F07,HEPG2-01,2,F07,28,positive_control,train/HEPG2-01/Plate2/F07_s1,HEPG2
HEPG2-01_2_F07,HEPG2-01,2,F07,28,positive_control,train/HEPG2-01/Plate2/F07_s2,HEPG2
HEPG2-01_2_F11,HEPG2-01,2,F11,14,positive_control,train/HEPG2-01/Plate2/F11_s1,HEPG2
HEPG2-01_2_F11,HEPG2-01,2,F11,14,positive_control,train/HEPG2-01/Plate2/F11_s2,HEPG2
HEPG2-01_2_F15,HEPG2-01,2,F15,5,positive_control,train/HEPG2-01/Plate2/F15_s1,HEPG2
HEPG2-01_2_F15,HEPG2-01,2,F15,5,positive_control,train/HEPG2-01/Plate2/F15_s2,HEPG2
HEPG2-01_2_F19,HEPG2-01,2,F19,2,positive_control,train/HEPG2-01/Plate2/F19_s1,HEPG2
HEPG2-01_2_F19,HEPG2-01,2,F19,2,positive_control,train/HEPG2-01/Plate2/F19_s2,HEPG2
HEPG2-01_2_F22,HEPG2-01,2,F22,23,positive_control,train/HEPG2-01/Plate2/F22_s1,HEPG2
HEPG2-01_2_F22,HEPG2-01,2,F22,23,positive_control,train/HEPG2-01/Plate2/F22_s2,HEPG2
HEPG2-01_2_H03,HEPG2-01,2,H03,0,positive_control,train/HEPG2-01/Plate2/H03_s1,HEPG2
HEPG2-01_2_H03,HEPG2-01,2,H03,0,positive_control,train/HEPG2-01/Plate2/H03_s2,HEPG2
HEPG2-01_2_H07,HEPG2-01,2,H07,15,positive_control,train/HEPG2-01/Plate2/H07_s1,HEPG2
HEPG2-01_2_H07,HEPG2-01,2,H07,15,positive_control,train/HEPG2-01/Plate2/H07_s2,HEPG2
HEPG2-01_2_H11,HEPG2-01,2,H11,22,positive_control,train/HEPG2-01/Plate2/H11_s1,HEPG2
HEPG2-01_2_H11,HEPG2-01,2,H11,22,positive_control,train/HEPG2-01/Plate2/H11_s2,HEPG2
HEPG2-01_2_H15,HEPG2-01,2,H15,29,positive_control,train/HEPG2-01/Plate2/H15_s1,HEPG2
HEPG2-01_2_H15,HEPG2-01,2,H15,29,positive_control,train/HEPG2-01/Plate2/H15_s2,HEPG2
HEPG2-01_2_H19,HEPG2-01,2,H19,4,positive_control,train/HEPG2-01/Plate2/H19_s1,HEPG2
HEPG2-01_2_H19,HEPG2-01,2,H19,4,positive_control,train/HEPG2-01/Plate2/H19_s2,HEPG2
HEPG2-01_2_H22,HEPG2-01,2,H22,25,positive_control,train/HEPG2-01/Plate2/H22_s1,HEPG2
HEPG2-01_2_H22,HEPG2-01,2,H22,25,positive_control,train/HEPG2-01/Plate2/H22_s2,HEPG2
HEPG2-01_2_J03,HEPG2-01,2,J03,21,positive_control,train/HEPG2-01/Plate2/J03_s1,HEPG2
HEPG2-01_2_J03,HEPG2-01,2,J03,21,positive_control,train/HEPG2-01/Plate2/J03_s2,HEPG2
HEPG2-01_2_J07,HEPG2-01,2,J07,27,positive_control,train/HEPG2-01/Plate2/J07_s1,HEPG2
HEPG2-01_2_J07,HEPG2-01,2,J07,27,positive_control,train/HEPG2-01/Plate2/J07_s2,HEPG2
HEPG2-01_2_J11,HEPG2-01,2,J11,1,positive_control,train/HEPG2-01/Plate2/J11_s1,HEPG2
HEPG2-01_2_J11,HEPG2-01,2,J11,1,positive_control,train/HEPG2-01/Plate2/J11_s2,HEPG2
HEPG2-01_2_J15,HEPG2-01,2,J15,12,positive_control,train/HEPG2-01/Plate2/J15_s1,HEPG2
HEPG2-01_2_J15,HEPG2-01,2,J15,12,positive_control,train/HEPG2-01/Plate2/J15_s2,HEPG2
HEPG2-01_2_J19,HEPG2-01,2,J19,11,positive_control,train/HEPG2-01/Plate2/J19_s1,HEPG2
HEPG2-01_2_J19,HEPG2-01,2,J19,11,positive_control,train/HEPG2-01/Plate2/J19_s2,HEPG2
HEPG2-01_2_J22,HEPG2-01,2,J22,17,positive_control,train/HEPG2-01/Plate2/J22_s1,HEPG2
HEPG2-01_2_J22,HEPG2-01,2,J22,17,positive_control,train/HEPG2-01/Plate2/J22_s2,HEPG2
HEPG2-01_2_M03,HEPG2-01,2,M03,13,positive_control,train/HEPG2-01/Plate2/M03_s1,HEPG2
HEPG2-01_2_M03,HEPG2-01,2,M03,13,positive_control,train/HEPG2-01/Plate2/M03_s2,HEPG2
HEPG2-01_2_M07,HEPG2-01,2,M07,20,positive_control,train/HEPG2-01/Plate2/M07_s1,HEPG2
HEPG2-01_2_M07,HEPG2-01,2,M07,20,positive_control,train/HEPG2-01/Plate2/M07_s2,HEPG2
HEPG2-01_2_M11,HEPG2-01,2,M11,6,positive_control,train/HEPG2-01/Plate2/M11_s1,HEPG2
HEPG2-01_2_M11,HEPG2-01,2,M11,6,positive_control,train/HEPG2-01/Plate2/M11_s2,HEPG2
HEPG2-01_2_M15,HEPG2-01,2,M15,9,positive_control,train/HEPG2-01/Plate2/M15_s1,HEPG2
HEPG2-01_2_M15,HEPG2-01,2,M15,9,positive_control,train/HEPG2-01/Plate2/M15_s2,HEPG2
HEPG2-01_2_M19,HEPG2-01,2,M19,16,positive_control,train/HEPG2-01/Plate2/M19_s1,HEPG2
HEPG2-01_2_M19,HEPG2-01,2,M19,16,positive_control,train/HEPG2-01/Plate2/M19_s2,HEPG2
HEPG2-01_2_M22,HEPG2-01,2,M22,8,positive_control,train/HEPG2-01/Plate2/M22_s1,HEPG2
HEPG2-01_2_M22,HEPG2-01,2,M22,8,positive_control,train/HEPG2-01/Plate2/M22_s2,HEPG2
HEPG2-01_3_B02,HEPG2-01,3,B02,30,negative_control,train/HEPG2-01/Plate3/B02_s1,HEPG2
HEPG2-01_3_B02,HEPG2-01,3,B02,30,negative_control,train/HEPG2-01/Plate3/B02_s2,HEPG2
HEPG2-01_3_C03,HEPG2-01,3,C03,26,positive_control,train/HEPG2-01/Plate3/C03_s1,HEPG2
HEPG2-01_3_C03,HEPG2-01,3,C03,26,positive_control,train/HEPG2-01/Plate3/C03_s2,HEPG2
HEPG2-01_3_C07,HEPG2-01,3,C07,21,positive_control,train/HEPG2-01/Plate3/C07_s1,HEPG2
HEPG2-01_3_C07,HEPG2-01,3,C07,21,positive_control,train/HEPG2-01/Plate3/C07_s2,HEPG2
HEPG2-01_3_C11,HEPG2-01,3,C11,8,positive_control,train/HEPG2-01/Plate3/C11_s1,HEPG2
HEPG2-01_3_C11,HEPG2-01,3,C11,8,positive_control,train/HEPG2-01/Plate3/C11_s2,HEPG2
HEPG2-01_3_C15,HEPG2-01,3,C15,6,positive_control,train/HEPG2-01/Plate3/C15_s1,HEPG2
HEPG2-01_3_C15,HEPG2-01,3,C15,6,positive_control,train/HEPG2-01/Plate3/C15_s2,HEPG2
HEPG2-01_3_C19,HEPG2-01,3,C19,25,positive_control,train/HEPG2-01/Plate3/C19_s1,HEPG2
HEPG2-01_3_C19,HEPG2-01,3,C19,25,positive_control,train/HEPG2-01/Plate3/C19_s2,HEPG2
HEPG2-01_3_C22,HEPG2-01,3,C22,18,positive_control,train/HEPG2-01/Plate3/C22_s1,HEPG2
HEPG2-01_3_C22,HEPG2-01,3,C22,18,positive_control,train/HEPG2-01/Plate3/C22_s2,HEPG2
HEPG2-01_3_F03,HEPG2-01,3,F03,28,positive_control,train/HEPG2-01/Plate3/F03_s1,HEPG2
HEPG2-01_3_F03,HEPG2-01,3,F03,28,positive_control,train/HEPG2-01/Plate3/F03_s2,HEPG2
HEPG2-01_3_F07,HEPG2-01,3,F07,16,positive_control,train/HEPG2-01/Plate3/F07_s1,HEPG2
HEPG2-01_3_F07,HEPG2-01,3,F07,16,positive_control,train/HEPG2-01/Plate3/F07_s2,HEPG2
HEPG2-01_3_F11,HEPG2-01,3,F11,23,positive_control,train/HEPG2-01/Plate3/F11_s1,HEPG2
HEPG2-01_3_F11,HEPG2-01,3,F11,23,positive_control,train/HEPG2-01/Plate3/F11_s2,HEPG2
HEPG2-01_3_F15,HEPG2-01,3,F15,12,positive_control,train/HEPG2-01/Plate3/F15_s1,HEPG2
HEPG2-01_3_F15,HEPG2-01,3,F15,12,positive_control,train/HEPG2-01/Plate3/F15_s2,HEPG2
HEPG2-01_3_F19,HEPG2-01,3,F19,3,positive_control,train/HEPG2-01/Plate3/F19_s1,HEPG2
HEPG2-01_3_F19,HEPG2-01,3,F19,3,positive_control,train/HEPG2-01/Plate3/F19_s2,HEPG2
HEPG2-01_3_F22,HEPG2-01,3,F22,11,positive_control,train/HEPG2-01/Plate3/F22_s1,HEPG2
HEPG2-01_3_F22,HEPG2-01,3,F22,11,positive_control,train/HEPG2-01/Plate3/F22_s2,HEPG2
HEPG2-01_3_H03,HEPG2-01,3,H03,27,positive_control,train/HEPG2-01/Plate3/H03_s1,HEPG2
HEPG2-01_3_H03,HEPG2-01,3,H03,27,positive_control,train/HEPG2-01/Plate3/H03_s2,HEPG2
HEPG2-01_3_H07,HEPG2-01,3,H07,9,positive_control,train/HEPG2-01/Plate3/H07_s1,HEPG2
HEPG2-01_3_H07,HEPG2-01,3,H07,9,positive_control,train/HEPG2-01/Plate3/H07_s2,HEPG2
HEPG2-01_3_H11,HEPG2-01,3,H11,4,positive_control,train/HEPG2-01/Plate3/H11_s1,HEPG2
HEPG2-01_3_H11,HEPG2-01,3,H11,4,positive_control,train/HEPG2-01/Plate3/H11_s2,HEPG2
HEPG2-01_3_H15,HEPG2-01,3,H15,20,positive_control,train/HEPG2-01/Plate3/H15_s1,HEPG2
HEPG2-01_3_H15,HEPG2-01,3,H15,20,positive_control,train/HEPG2-01/Plate3/H15_s2,HEPG2
HEPG2-01_3_H19,HEPG2-01,3,H19,1,positive_control,train/HEPG2-01/Plate3/H19_s1,HEPG2
HEPG2-01_3_H19,HEPG2-01,3,H19,1,positive_control,train/HEPG2-01/Plate3/H19_s2,HEPG2
HEPG2-01_3_H22,HEPG2-01,3,H22,13,positive_control,train/HEPG2-01/Plate3/H22_s1,HEPG2
HEPG2-01_3_H22,HEPG2-01,3,H22,13,positive_control,train/HEPG2-01/Plate3/H22_s2,HEPG2
HEPG2-01_3_J03,HEPG2-01,3,J03,29,positive_control,train/HEPG2-01/Plate3/J03_s1,HEPG2
HEPG2-01_3_J03,HEPG2-01,3,J03,29,positive_control,train/HEPG2-01/Plate3/J03_s2,HEPG2
HEPG2-01_3_J07,HEPG2-01,3,J07,22,positive_control,train/HEPG2-01/Plate3/J07_s1,HEPG2
HEPG2-01_3_J07,HEPG2-01,3,J07,22,positive_control,train/HEPG2-01/Plate3/J07_s2,HEPG2
HEPG2-01_3_J11,HEPG2-01,3,J11,15,positive_control,train/HEPG2-01/Plate3/J11_s1,HEPG2
HEPG2-01_3_J11,HEPG2-01,3,J11,15,positive_control,train/HEPG2-01/Plate3/J11_s2,HEPG2
HEPG2-01_3_J15,HEPG2-01,3,J15,24,positive_control,train/HEPG2-01/Plate3/J15_s1,HEPG2
HEPG2-01_3_J15,HEPG2-01,3,J15,24,positive_control,train/HEPG2-01/Plate3/J15_s2,HEPG2
HEPG2-01_3_J19,HEPG2-01,3,J19,14,positive_control,train/HEPG2-01/Plate3/J19_s1,HEPG2
HEPG2-01_3_J19,HEPG2-01,3,J19,14,positive_control,train/HEPG2-01/Plate3/J19_s2,HEPG2
HEPG2-01_3_J22,HEPG2-01,3,J22,7,positive_control,train/HEPG2-01/Plate3/J22_s1,HEPG2
HEPG2-01_3_J22,HEPG2-01,3,J22,7,positive_control,train/HEPG2-01/Plate3/J22_s2,HEPG2
HEPG2-01_3_M03,HEPG2-01,3,M03,19,positive_control,train/HEPG2-01/Plate3/M03_s1,HEPG2
HEPG2-01_3_M03,HEPG2-01,3,M03,19,positive_control,train/HEPG2-01/Plate3/M03_s2,HEPG2
HEPG2-01_3_M07,HEPG2-01,3,M07,0,positive_control,train/HEPG2-01/Plate3/M07_s1,HEPG2
HEPG2-01_3_M07,HEPG2-01,3,M07,0,positive_control,train/HEPG2-01/Plate3/M07_s2,HEPG2
HEPG2-01_3_M11,HEPG2-01,3,M11,5,positive_control,train/HEPG2-01/Plate3/M11_s1,HEPG2
HEPG2-01_3_M11,HEPG2-01,3,M11,5,positive_control,train/HEPG2-01/Plate3/M11_s2,HEPG2
HEPG2-01_3_M15,HEPG2-01,3,M15,10,positive_control,train/HEPG2-01/Plate3/M15_s1,HEPG2
HEPG2-01_3_M15,HEPG2-01,3,M15,10,positive_control,train/HEPG2-01/Plate3/M15_s2,HEPG2
HEPG2-01_3_M19,HEPG2-01,3,M19,2,positive_control,train/HEPG2-01/Plate3/M19_s1,HEPG2
HEPG2-01_3_M19,HEPG2-01,3,M19,2,positive_control,train/HEPG2-01/Plate3/M19_s2,HEPG2
HEPG2-01_3_M22,HEPG2-01,3,M22,17,positive_control,train/HEPG2-01/Plate3/M22_s1,HEPG2
HEPG2-01_3_M22,HEPG2-01,3,M22,17,positive_control,train/HEPG2-01/Plate3/M22_s2,HEPG2
HEPG2-01_4_B02,HEPG2-01,4,B02,30,negative_control,train/HEPG2-01/Plate4/B02_s1,HEPG2
HEPG2-01_4_B02,HEPG2-01,4,B02,30,negative_control,train/HEPG2-01/Plate4/B02_s2,HEPG2
HEPG2-01_4_C03,HEPG2-01,4,C03,17,positive_control,train/HEPG2-01/Plate4/C03_s1,HEPG2
HEPG2-01_4_C03,HEPG2-01,4,C03,17,positive_control,train/HEPG2-01/Plate4/C03_s2,HEPG2
HEPG2-01_4_C07,HEPG2-01,4,C07,21,positive_control,train/HEPG2-01/Plate4/C07_s1,HEPG2
HEPG2-01_4_C07,HEPG2-01,4,C07,21,positive_control,train/HEPG2-01/Plate4/C07_s2,HEPG2
HEPG2-01_4_C11,HEPG2-01,4,C11,9,positive_control,train/HEPG2-01/Plate4/C11_s1,HEPG2
HEPG2-01_4_C11,HEPG2-01,4,C11,9,positive_control,train/HEPG2-01/Plate4/C11_s2,HEPG2
HEPG2-01_4_C15,HEPG2-01,4,C15,25,positive_control,train/HEPG2-01/Plate4/C15_s1,HEPG2
HEPG2-01_4_C15,HEPG2-01,4,C15,25,positive_control,train/HEPG2-01/Plate4/C15_s2,HEPG2
HEPG2-01_4_C19,HEPG2-01,4,C19,7,positive_control,train/HEPG2-01/Plate4/C19_s1,HEPG2
HEPG2-01_4_C19,HEPG2-01,4,C19,7,positive_control,train/HEPG2-01/Plate4/C19_s2,HEPG2
HEPG2-01_4_C22,HEPG2-01,4,C22,5,positive_control,train/HEPG2-01/Plate4/C22_s1,HEPG2
HEPG2-01_4_C22,HEPG2-01,4,C22,5,positive_control,train/HEPG2-01/Plate4/C22_s2,HEPG2
HEPG2-01_4_F03,HEPG2-01,4,F03,8,positive_control,train/HEPG2-01/Plate4/F03_s1,HEPG2
HEPG2-01_4_F03,HEPG2-01,4,F03,8,positive_control,train/HEPG2-01/Plate4/F03_s2,HEPG2
HEPG2-01_4_F07,HEPG2-01,4,F07,24,positive_control,train/HEPG2-01/Plate4/F07_s1,HEPG2
HEPG2-01_4_F07,HEPG2-01,4,F07,24,positive_control,train/HEPG2-01/Plate4/F07_s2,HEPG2
HEPG2-01_4_F11,HEPG2-01,4,F11,11,positive_control,train/HEPG2-01/Plate4/F11_s1,HEPG2
HEPG2-01_4_F11,HEPG2-01,4,F11,11,positive_control,train/HEPG2-01/Plate4/F11_s2,HEPG2
HEPG2-01_4_F15,HEPG2-01,4,F15,16,positive_control,train/HEPG2-01/Plate4/F15_s1,HEPG2
HEPG2-01_4_F15,HEPG2-01,4,F15,16,positive_control,train/HEPG2-01/Plate4/F15_s2,HEPG2
HEPG2-01_4_F19,HEPG2-01,4,F19,26,positive_control,train/HEPG2-01/Plate4/F19_s1,HEPG2
HEPG2-01_4_F19,HEPG2-01,4,F19,26,positive_control,train/HEPG2-01/Plate4/F19_s2,HEPG2
HEPG2-01_4_F22,HEPG2-01,4,F22,29,positive_control,train/HEPG2-01/Plate4/F22_s1,HEPG2
HEPG2-01_4_F22,HEPG2-01,4,F22,29,positive_control,train/HEPG2-01/Plate4/F22_s2,HEPG2
HEPG2-01_4_H03,HEPG2-01,4,H03,6,positive_control,train/HEPG2-01/Plate4/H03_s1,HEPG2
HEPG2-01_4_H03,HEPG2-01,4,H03,6,positive_control,train/HEPG2-01/Plate4/H03_s2,HEPG2
HEPG2-01_4_H07,HEPG2-01,4,H07,13,positive_control,train/HEPG2-01/Plate4/H07_s1,HEPG2
HEPG2-01_4_H07,HEPG2-01,4,H07,13,positive_control,train/HEPG2-01/Plate4/H07_s2,HEPG2
HEPG2-01_4_H11,HEPG2-01,4,H11,20,positive_control,train/HEPG2-01/Plate4/H11_s1,HEPG2
HEPG2-01_4_H11,HEPG2-01,4,H11,20,positive_control,train/HEPG2-01/Plate4/H11_s2,HEPG2
HEPG2-01_4_H15,HEPG2-01,4,H15,19,positive_control,train/HEPG2-01/Plate4/H15_s1,HEPG2
HEPG2-01_4_H15,HEPG2-01,4,H15,19,positive_control,train/HEPG2-01/Plate4/H15_s2,HEPG2
HEPG2-01_4_H19,HEPG2-01,4,H19,12,positive_control,train/HEPG2-01/Plate4/H19_s1,HEPG2
HEPG2-01_4_H19,HEPG2-01,4,H19,12,positive_control,train/HEPG2-01/Plate4/H19_s2,HEPG2
HEPG2-01_4_H22,HEPG2-01,4,H22,3,positive_control,train/HEPG2-01/Plate4/H22_s1,HEPG2
HEPG2-01_4_H22,HEPG2-01,4,H22,3,positive_control,train/HEPG2-01/Plate4/H22_s2,HEPG2
HEPG2-01_4_J03,HEPG2-01,4,J03,27,positive_control,train/HEPG2-01/Plate4/J03_s1,HEPG2
HEPG2-01_4_J03,HEPG2-01,4,J03,27,positive_control,train/HEPG2-01/Plate4/J03_s2,HEPG2
HEPG2-01_4_J07,HEPG2-01,4,J07,23,positive_control,train/HEPG2-01/Plate4/J07_s1,HEPG2
HEPG2-01_4_J07,HEPG2-01,4,J07,23,positive_control,train/HEPG2-01/Plate4/J07_s2,HEPG2
HEPG2-01_4_J11,HEPG2-01,4,J11,15,positive_control,train/HEPG2-01/Plate4/J11_s1,HEPG2
HEPG2-01_4_J11,HEPG2-01,4,J11,15,positive_control,train/HEPG2-01/Plate4/J11_s2,HEPG2
