epoch,acc,loss,lr,val_acc,val_loss
12,0.13687400726771412,5.299396713687176,0.00025,0.018513446897080572,12.747373578007396
13,0.14600259252066,5.2374112291119985,0.000125,0.02059484033521389,12.84466669732772
14,0.1537801471534744,5.160301834157147,0.000125,0.01205017253656132,12.523162682685742
15,0.16278093221248618,5.095898061380795,0.000125,0.016432053458947254,12.841203888281287
16,0.17579829478095507,5.018053260403318,6.25e-05,0.018458673385958843,13.530942011879837
17,0.18388622131410098,4.953512463677504,6.25e-05,0.01730842964342444,13.666115322751363
18,0.19215671955405236,4.89779259394048,6.25e-05,0.01654160048221095,12.42850825838435
0,0.0019535172438975407,7.992307911920693,0.001,0.001259790765185956,9.434040728747313
1,0.003651434100743067,7.008548318838087,0.001,0.002519581530371912,9.813671750490053
2,0.006572581381337521,6.736762267538214,0.001,0.003067316645670154,9.661185505918144
3,0.010808244938199478,6.600435031428214,0.001,0.0029029961110806812,9.843990377119104
4,0.020174173406605444,6.432083576920369,0.0005,0.006846688941228022,9.573079063328606
5,0.027750899165987376,6.279713663592511,0.0005,0.007230103521936791,10.206865964560334
6,0.03821225786427619,6.145688095102872,0.0005,0.006353727337663651,10.588612939765957
7,0.04752341482117101,6.033194191788007,0.00025,0.008763761844975916,10.230028808551126
8,0.05566611286582805,5.930069171916382,0.00025,0.01062606123678589,10.533930772809684
9,0.06254906614572874,5.847951044306866,0.00025,0.01166675795585255,10.254648920805032
10,0.06979716283638386,5.771606671556161,0.000125,0.008928082379361341,10.504975095077041
11,0.07520128530548359,5.713988554218044,0.000125,0.006682368406638549,10.50918672881017
12,0.0825954393594883,5.650825692318321,0.000125,0.008270800241003452,12.288190288703543
13,0.0865937596994619,5.61793193849698,6.25e-05,0.008216026729473627,10.939510740050418
14,0.09289248352358376,5.557498126424946,6.25e-05,0.016979788574449543,10.352046546783505
15,0.09378708488003415,5.529733059311519,6.25e-05,0.011228569863613957,11.293745359377002
0,0.002225112967783827,7.982930387321701,0.001,0.0016431603450636724,10.037451086836972
1,0.0038511570587429823,7.017671179742042,0.001,0.0014377653019307134,9.741821087306123
2,0.005956456250855812,6.76873014790382,0.001,0.0015062303163083663,10.960162272734722
3,0.010115705874808338,6.620405507678612,0.001,0.0023278104888402027,10.261085869367198
4,0.019512529097631112,6.447929099277651,0.001,0.00225934547446255,10.047548047258612
5,0.026838285636039984,6.311366111990949,0.0005,0.003080925646994386,9.37808986404212
6,0.03543064494145565,6.192963271472089,0.0005,0.002875530603861427,9.85468864009982
7,0.04089072983705327,6.103019868708891,0.0005,0.0032863206901273447,9.868909577384446
8,0.04943174038066548,6.014265198585482,0.0005,0.003765575790770916,9.233347471358107
9,0.056209776804053126,5.930795592901299,0.0005,0.003560180747637957,9.833318990827276
0,0.00220799671367931,7.936448629434903,0.001,0.0018485553881966315,8.765420854540537
1,0.004279063399113418,6.971619251736481,0.001,0.0017116253594413255,10.306213123609346
2,0.007633849103108312,6.715197761010164,0.001,0.0013008352731754074,12.081367762467803
3,0.014069560454607695,6.552576567234445,0.001,0.0021224154457072436,9.107273528824992
4,0.029713816240411514,6.230812801558009,0.0005,0.0021908804600848965,9.489123061440113
5,0.03958989456387786,6.060462562968988,0.0005,0.003149390661372039,10.147491304119956
6,0.048952485280021905,5.9339708728886915,0.0005,0.002533205531973162,10.767394939220459
7,0.06654799397507874,5.724618887388753,0.00025,0.0032863206901273447,10.542544772881898
8,0.07503765575994813,5.628998402649453,0.00025,0.003354785704504998,10.65746521861622
9,0.07904285909951052,5.553510556200767,0.00025,0.003080925646994386,10.888802471576154
10,0.09562850883300707,5.419284026393919,0.000125,0.003217855675749692,10.584218863834996
11,0.10023278105092444,5.377534766956566,0.000125,0.0030124606326167327,10.967255128502405
12,0.10430644940435438,5.327956986038812,0.000125,0.002533205531973162,10.989997214231526
13,0.11372038888230188,5.2577866947717835,6.25e-05,0.003902505819526222,10.97614594477424
14,0.1145248528012393,5.230460426210949,6.25e-05,0.003217855675749692,10.725856342495883
15,0.1181706148137887,5.207652145651094,6.25e-05,0.002807065589483774,10.789211216388166
0,0.0020710666849240037,8.011684804914031,0.001,0.0013693002875530603,10.464066964966555
1,0.0036799945227988496,7.017210068089593,0.001,0.0015746953306860195,10.681682909088364
2,0.006589757633849103,6.7527889571385105,0.001,0.002533205531973162,9.82097578185822
3,0.009704915788032316,6.6241732419361465,0.001,0.0021224154457072436,10.883265428831688
4,0.01687662604409147,6.490358317402737,0.001,0.0017800903738189786,10.0486467124566
5,0.02733465699027797,6.3333449716945385,0.001,0.0026701355607284677,10.524063970134076
6,0.04599137340869852,6.024545478246219,0.0005,0.0026701355607284677,10.337267084446864
7,0.054549500206415254,5.881596632955761,0.0005,0.003354785704504998,10.36917781203018
8,0.06129330412159387,5.778423276026576,0.0005,0.002807065589483774,11.41717972834437
9,0.08080583321973508,5.578676276381303,0.00025,0.003217855675749692,10.646417295248822
10,0.0851020128714227,5.499315238139343,0.00025,0.0026701355607284677,10.860555678055121
11,0.09268451321374778,5.4377788832036495,0.00025,0.003217855675749692,10.766237236972575
12,0.10430644940537458,5.319232853964292,0.000125,0.003560180747637957,10.780404168841578
13,0.10838011776084494,5.267378059524584,0.000125,0.003423250718882651,10.91059203110671
14,0.1122141585654834,5.244510627259755,0.000125,0.003697110776393263,10.687824966971815
15,0.11972819389394093,5.175231697493084,6.25e-05,0.003491715733260304,10.914272288761612
16,0.1222785156789984,5.154509505718909,6.25e-05,0.003423250718882651,10.93120577053617
17,0.12424688484235592,5.130310177035843,6.25e-05,0.003354785704504998,10.874219665621366
0,0.0017800903738189786,7.993336851492689,0.001,0.0011639052444201014,9.74547844084586
1,0.003919622073120636,6.998357080979068,0.001,0.0008900451869094893,10.09413418880182
2,0.005494317403806655,6.737550196607815,0.001,0.0029439956182390798,9.498391741418715
3,0.01004724085992058,6.611722259672965,0.001,0.0020539504313295907,9.650348303825027
4,0.018365740107315526,6.455161986964118,0.001,0.0017800903738189786,10.577434614621072
5,0.02632479802871769,6.322362134411908,0.001,0.0030124606326167327,10.36500080431975
6,0.04130151992433939,6.05050334704505,0.0005,0.002875530603861427,10.402430459275468
7,0.049089415308777216,5.930604342547212,0.0005,0.002601670546350815,10.610160586704346
8,0.054600848966178284,5.838866814022176,0.0005,0.002875530603861427,10.82673477176508
9,0.07231617143690611,5.654529120813375,0.00025,0.003217855675749692,10.442369946450155
10,0.07717718745771947,5.574664813238481,0.00025,0.003354785704504998,10.652710179539556
11,0.0819868547182597,5.5180756462349985,0.00025,0.003217855675749692,10.927580225031848
12,0.09441325482882393,5.409753759283081,0.000125,0.003217855675749692,10.824056663366926
13,0.09956524715921201,5.36487938125999,0.000125,0.003902505819526222,10.842632413057371
14,0.10021566479528961,5.333327444745925,0.000125,0.003902505819526222,10.905285618361685
15,0.10798644392715323,5.267076525021526,6.25e-05,0.003697110776393263,10.693182481538265
16,0.11074216075585376,5.24721636916454,6.25e-05,0.003423250718882651,10.96126219535158
17,0.11223127481907781,5.239148993206794,6.25e-05,0.0039709708339038755,10.761903494853573
0,0.002276461728056963,7.9684657020208425,0.001,0.0020539504313295907,9.964598300243818
1,0.0035259482404491303,6.9955121897253845,0.001,0.0017800903738189786,9.549703843133607
2,0.0059393399977715035,6.736225610626212,0.001,0.0023278104888402027,10.174149704423487
3,0.010817472271669177,6.604044860639785,0.001,0.002601670546350815,9.980324498761211
4,0.018793646446665754,6.445438304241922,0.001,0.0030124606326167327,10.312479655774965
5,0.034865808572329904,6.141719857030057,0.0005,0.002875530603861427,10.433851866661383
6,0.04426263179515268,5.990449631294126,0.0005,0.0021224154457072436,10.702346985623818
7,0.05092085444388954,5.88097631260416,0.0005,0.003697110776393263,10.612673283733278
8,0.06897850198650562,5.690831772549486,0.00025,0.003491715733260304,10.641430823587154
9,0.07594481719841162,5.6041031788101625,0.00025,0.003217855675749692,10.342260746862502
10,0.08152471587121055,5.5359951657464075,0.00025,0.0024647405175955085,10.8693679888967
11,0.09388265096535671,5.41365889413837,0.000125,0.0032863206901273447,10.714160589196984
12,0.09846980692916955,5.371641844833418,0.000125,0.003628645765076235,10.904838753582336
13,0.1022696152271293,5.33830749513547,0.000125,0.00362864576201561,10.76595937103894
14,0.10961248801862249,5.27043893515827,6.25e-05,0.00362864576201561,10.869935604018673
15,0.11127276461779068,5.251543409250116,6.25e-05,0.003491715733260304,10.864903321645528
16,0.11264206490585384,5.229160164409054,6.25e-05,0.003560180747637957,10.92648831912953
0,0.0018999041489798712,8.391364233405332,0.001,0.0021224154457072436,8.481952336329753
1,0.0019170204025742846,7.284775006906571,0.001,0.0019854854169519378,7.490175256594622
2,0.0029953443790223197,6.931311649997381,0.001,0.0008900451869094893,9.235270419088796
3,0.004330412159896657,6.804611060646451,0.001,0.0017116253594413255,8.417918827767798
4,0.00720594276324798,6.67327422069292,0.001,0.0021224154457072436,8.52783352685892
0,0.0005990688758044639,7.0422320476251485,0.001,0.0010269752156647953,7.029474345328268
0,0.0006333013829932905,7.066002603199455,0.001,0.0008900451869094893,7.052534529758972
0,0.0004963713542379844,7.030919362955774,0.001,0.0009585102012871423,7.0214873859364255
1,0.0005648363686156375,7.025565812412426,0.001,0.0008900451869094893,7.020670600318099
2,0.0005134876078323977,7.024920264286782,0.001,0.0006161851293988771,7.02023123121255
3,0.0005819526222100507,7.024685705392047,0.001,0.0008215801725318362,7.021210007743934
4,0.0006161851293988771,7.024589599166425,0.001,0.0007531151581541832,7.021047755069934
5,0.0004963713542379844,7.024623641212982,0.001,0.0005477201150212241,7.021275664165904
6,0.0006504176365877037,7.017706785759631,0.0005,0.0008215801725318362,7.016997652185726
7,0.0005134876078323977,7.017706419921127,0.0005,0.0008215801725318362,7.016901363008205
8,0.00039367383267150486,7.017672596541917,0.0005,0.0007531151581541832,7.01630008114571
9,0.0005134876078323977,7.017689412707386,0.0005,0.0008215801725318362,7.016657010571656
10,0.0005819526222100507,7.017657144745784,0.0005,0.0009585102012871423,7.016195036263788
0,0.0014377653019307134,6.961731245954216,0.001,0.0016431603450636724,8.02596154670658
1,0.002430508010406682,6.882983094222837,0.001,0.0015062303163083663,7.634245879157477
2,0.002413391756812269,6.858628324461395,0.001,0.0010954402300424482,7.532696541312556
3,0.0027899493358893605,6.839074155785818,0.001,0.0018485553881966315,7.742590763920483
4,0.0030638093933999726,6.820107456365546,0.001,0.0019170204025742846,8.054580570165056
5,0.0031836231685608654,6.8043403359744445,0.001,0.0013693002875530603,7.97878361218403
6,0.004107900862659181,6.752382062060301,0.0005,0.0020539504313295907,8.407596330160835
7,0.004535807202519513,6.740467916037079,0.0005,0.0021224154457072436,8.645041801758731
8,0.004980829795974257,6.729879387956474,0.0005,0.0018485553881966315,8.33992013535597
9,0.00499794604956867,6.699473536636476,0.00025,0.0023962755032178556,8.388274738401089
10,0.005614131178967548,6.689822849110187,0.00025,0.0024647405175955085,8.454125893404921
11,0.005716828700534027,6.68123719268803,0.00025,0.0023278104888402027,8.436568163558748
12,0.006435711351499384,6.667347305493209,0.000125,0.0020539504313295907,8.332898798502097
13,0.006641106394632343,6.663750300746282,0.000125,0.0023962755032178556,8.279932977989017
14,0.006247432561960838,6.659491652415972,0.000125,0.0027386005751061206,8.456195627518358
0,0.001540462823497193,6.96572793706972,0.001,0.0014377653019307134,8.026449295620093
1,0.002225112967273723,6.884610932836072,0.001,0.0016431603450636724,7.667776024343215
2,0.002533205531973162,6.856980276323256,0.001,0.0017800903738189786,8.308017900475537
3,0.0026359030535396412,6.8383070032155535,0.001,0.0017800903738189786,8.132249776327527
4,0.0029097631110502533,6.823155977914354,0.001,0.0018485553881966315,7.63537398563841
5,0.00289264685745584,6.804353006144313,0.001,0.0014377653019307134,8.116286093186764
6,0.003748459537176503,6.791183729588324,0.001,0.0019170204025742846,8.150100262576744
0,0.0008215801725318362,7.224972742609042,0.001,0.0008215801725318362,14.939740791853595
1,0.0011639052444201014,7.021338932745656,0.001,0.0008900451869094893,12.961160035455258
2,0.0015918115842804327,6.998393284430589,0.001,0.0008900451869094893,13.030982060218925
3,0.001677392852252499,6.967723284586478,0.001,0.0009585102012871423,12.217542650013057
4,0.0018656716417910447,6.953213745447833,0.001,0.0007531151581541832,12.834517965508734
5,0.0019341366561686979,6.938054576763042,0.001,0.0006846501437765302,12.340626728235982
6,0.0021737642064904835,6.9315173029491515,0.001,0.0008215801725318362,11.763077997335355
7,0.0024647405175955085,6.919380392748151,0.001,0.0010269752156647953,12.233929082496221
8,0.0022422292208681364,6.918559400999071,0.001,0.0007531151581541832,12.933874320774947
0,0.9331781459674107,0.5498540507193119,0.002,0.9185266328987546,0.6547066414338276
1,0.9513213747774887,1.2889964228237587,0.002,0.5831165274789558,2.5940267759268534
2,0.9569355059564563,0.9399398683146811,0.002,0.9845953717650281,0.8400661105344381
3,0.9640045186909489,0.6347183126154851,0.002,0.9874709023688895,0.450877045276768
4,0.9709023688894974,1.036354389849157,0.002,0.8332192249597139,1.159377750331174
5,0.9650143776530193,1.5675559918733226,0.002,0.8190469669998631,1.4086014115776115
6,0.9574489935642887,0.8988152037054713,0.002,0.9739148295302759,0.6814538417214419
7,0.9636964261262495,0.5321310691583423,0.001,0.9012049842367233,0.9200846355254889
8,0.9686943721758181,0.5806756612414875,0.001,0.7634533753170472,1.1445805108761047
9,0.9744625496371354,0.4135224772906705,0.001,0.9809667260030125,0.3967742032748811
10,0.9738805970149254,0.32687234190511616,0.001,0.9612488018377634,0.4253179091436315
11,0.9613857318910037,0.3662609610184731,0.001,0.4785019855017403,3.093919684425635
12,0.9772011502122415,0.6379231349231608,0.001,0.2264822675633166,7.227189487191923
13,0.9874537861152951,0.2782927078122099,0.0005,0.9810351910173901,0.22360088665910116
14,0.9827810488840203,0.15867938870936735,0.0005,0.996439819252362,0.09821796257981825
15,0.9759003149390661,0.15230661992192285,0.0005,0.9972613994248939,0.07487851554941319
16,0.9847494180473778,0.14890476920482934,0.0005,0.9655620977680406,0.20758246738878355
17,0.9815486786252225,0.1589078557572103,0.0005,0.9981514446118034,0.1105190034877694
18,0.9881213200054773,0.15380545574460114,0.0005,0.9988360947555799,0.16120666647045542
19,0.9905518280158839,0.15509740884632472,0.00025,0.9387238121401622,0.29891905159586574
0,0.002498973024784335,8.574502301545857,0.002,0.0017800903738189786,7.782472740407351
1,0.0035430644940435438,7.204549842446892,0.002,0.004107900862659181,7.1366329698485576
2,0.004090784609064768,7.035678557364986,0.002,0.00362864576201561,7.049035880070393
3,0.005220457346296043,6.892024725018569,0.002,0.00725729152403122,6.815242350305512
0,0.00047925510064357116,7.034180465404684,0.001,0.0008215801725318362,7.011606539371454
0,0.07414187643020595,4.319853194445531,0.002,0.06894447834045149,4.256726374634888
1,0.1019069412707555,4.23402952693238,0.002,0.12385600978932489,3.9853265420775212
2,0.13440122045604988,4.093234640728145,0.002,0.10311165344722392,4.250470734282628
3,0.1308924485262253,4.469907270907265,0.002,0.10189139724796033,4.377517002831879
4,0.14279176201827648,4.347205746546672,0.002,0.09884075661342707,4.8630710515108975
5,0.17833714722041225,4.2963377862373076,0.001,0.18730933498761654,4.209053239711833
6,0.21174675821348696,4.441730695749221,0.001,0.12141549725442342,4.718803895108943
7,0.235697940507979,4.662482643345673,0.001,0.18669920686070987,4.90847336773177
8,0.3948131197559115,3.9893580363962506,0.0005,0.17876754121092342,4.734452173141098
9,0.5704042715757153,3.7101571538810236,0.0005,0.22025625384057565,5.298290051360768
10,0.7580472921252159,3.3775965453103516,0.0005,0.18852959124142982,5.6470930449769146
11,0.9266209000762776,2.674666858974256,0.00025,0.21049420381006925,4.43182877755296
12,0.9874904652936689,1.5446344824622915,0.00025,0.20683343507590418,3.862361917268801
13,0.994508009153318,1.038844428764419,0.00025,0.1982916412992111,3.6597246693139254
14,0.9879481312430242,0.9652623788352053,0.00025,0.19585112879158448,3.8799159521006317
15,0.9626239512277686,1.2740456524739094,0.00025,0.19341061625668302,4.25462309480659
16,0.962929061784897,1.3715237570209051,0.00025,0.1763270286942052,4.1601570331883035
17,0.9861174675819985,1.1337837511305586,0.000125,0.1787675412018318,3.8177795465433286
18,0.9987795575896262,0.8404678275256008,0.000125,0.1934106162839579,3.5386594635019075
19,0.9986270022883296,0.6368037166348129,0.000125,0.1970713849908481,3.3974924382820153
0,0.06071700992064109,3.8256323195704063,0.10128126909377883,3.5310258114752497
1,0.1484363081617086,3.32201501833947,0.10311165350177362,3.522558105217385
2,0.3377574370754847,2.871739695510457,0.059182428309945086,7.529504634026277
3,0.3482837528740514,3.2477578728368135,0.0780964002713261,5.21959407624855
4,0.6472921433928902,2.7740108457982857,0.0896888346552776,5.512405444384348
5,0.8372234935073067,2.565219206922751,0.05979255643685174,6.739354914466807
6,0.8944317314935767,2.5628771734637765,0.08297742528657931,6.598776508934109
7,0.8863463005248505,2.989608855796715,0.09090909090909091,8.000762805042651
8,0.8535469108006137,3.897787899356321,0.08785845027455766,8.665265246816638
9,0.8871090770313341,4.07685182158225,0.0701647345942648,8.78345831055842
10,0.9321128909229596,3.488054278531573,0.10616229409994041,6.637966520252426
11,0.9633867276887872,2.643296647817465,0.12141549728169829,5.792158372377462
12,0.9702517162471396,2.1188089904486906,0.11836485661989017,5.428043444611955
13,0.972234935163997,1.8200787695739944,0.09579011595161896,5.49344920850222
14,0.9748283752860412,1.590049766330297,0.1348383160736446,4.668311851354836
15,0.9864225781845919,1.3104147840146343,0.14704087858450274,4.386125962569846
16,0.9902364607170099,1.0810469478436957,0.16290420993862537,4.086892690652751
0,0.06590389016472957,3.824572776020437,0.0658938377331931,5.480593125655783
1,0.11792524790691111,4.778872744751559,0.0652837096335613,8.033670855412183
2,0.1330282227398329,5.997754361336692,0.08846857840146431,6.147376660387134
3,0.13028222731194544,7.864707878252461,0.11043319102465343,7.09252803219463
4,0.12143401983673567,5.366364286729709,0.08297742525930446,5.441717086731479
5,0.12906178490157166,4.556829825909787,0.10311165344722392,4.6397363809349335
6,0.12311212814645309,10.05942151675599,0.03111653447223917,31.81625848692172
7,0.10678871091225055,14.981721751186159,0.0896888346552776,6.587401746758024
8,0.11136536995569865,5.386988150918874,0.12629652226967664,4.6364300555030775
9,0.10922959572845156,4.739638116576124,0.11897498480134654,4.528696363913424
10,0.11624713958810069,5.216900930979341,0.09517998779743746,4.809078689316848
11,0.11426392067578983,5.4681311036320155,0.12019524100061013,4.399504267929385
12,0.11868802441339471,6.106071179882431,0.11775472854753323,7.191982648371195
13,0.13196033562620935,4.912035870933969,0.12385600978932489,4.75314598100952
14,0.14111365369946605,4.562607896500739,0.1470408786117776,4.435984372656254
15,0.16445461480695722,4.2457339317356695,0.1586333130502788,4.208825270965232
16,0.19282990084360066,4.385353347202187,0.17144600371531846,4.130981012260572
17,0.2608695652264843,3.7875595391751427,0.2007321537704712,3.8936059957891795
18,0.4614797864407642,2.9643981164689284,0.20256253816028277,3.6699152467016622
19,0.7099923722804002,2.286127103147936,0.20744356314826112,3.5750564664802296
0,0.060259344012204424,3.791949081057178,0.07138499087535295,3.6438213619537074
0,0.05980167811740727,3.802686671861522,0.06711409397791478,3.733028714434267
1,0.13363844394956628,3.3511742041912997,0.09456985967053082,3.550524627966005
2,0.28482074754370884,2.865569970009438,0.05064063453325198,4.947280324327284
0,0.0660564454705728,3.7626533672338582,0.10250152532031727,3.5840522013763745
